week_of,keyword,device,group,planned_page,ranking_page,position_latest,median_7d,median_prior_7d,gsc_impressions_28d,ai_overview_on_page,testing_com_in_ai_overview,signals
2026-09-25,b12 blood test,phone,selling-test-page,/tests/vitamin-b12/,/tests/vitamin-b12/,8,8,,946,yes,yes,
2026-09-25,b12 blood test,desktop,selling-test-page,/tests/vitamin-b12/,/tests/vitamin-b12/,8,,,946,yes,yes,
2026-09-25,banana allergy test,phone,not-ranking-yet,/tests/banana-allergy-test/,/tests/banana-allergy-test/,12,12,,0,yes,no,
2026-09-25,banana allergy test,desktop,not-ranking-yet,/tests/banana-allergy-test/,/tests/banana-allergy-test/,12,,,0,yes,no,
2026-09-25,barley allergy test,phone,not-ranking-yet,/tests/barley-allergy-test/,/tests/barley-allergy-test/,4,4,,0,no,no,
2026-09-25,barley allergy test,desktop,not-ranking-yet,/tests/barley-allergy-test/,/tests/barley-allergy-test/,4,,,0,no,no,
2026-09-25,basic health panel,phone,selling-test-page,/tests/basic-health-panel/,/tests/basic-health-panel/,7,7,,166,no,no,
2026-09-25,basic health panel,desktop,selling-test-page,/tests/basic-health-panel/,/tests/standard-health-test/,6,,,166,no,no,
2026-09-25,basic metabolic panel,phone,selling-test-page,/tests/basic-metabolic-panel-bmp/,/tests/basic-metabolic-panel-bmp/,13,13,,1584,yes,no,refresh
2026-09-25,basic metabolic panel,desktop,selling-test-page,/tests/basic-metabolic-panel-bmp/,/tests/basic-metabolic-panel-bmp/,11,,,1584,yes,no,
2026-09-25,basic metabolic panel test,phone,kept,/tests/basic-metabolic-panel-bmp/,/tests/basic-metabolic-panel-bmp/,10,10,,309,yes,no,
2026-09-25,basic metabolic panel test,desktop,kept,/tests/basic-metabolic-panel-bmp/,/tests/basic-metabolic-panel-bmp/,11,,,309,yes,yes,
2026-09-25,beef allergy test,phone,not-ranking-yet,/tests/beef-allergy-test/,/tests/beef-allergy-test/,12,12,,0,yes,yes,
2026-09-25,beef allergy test,desktop,not-ranking-yet,/tests/beef-allergy-test/,/tests/beef-allergy-test/,10,,,0,yes,yes,
2026-09-25,beta 2 glycoprotein,phone,next-in-line,/tests/beta-2-glycoprotein-1-antibodies/,,,101,,983,yes,yes,
2026-09-25,beta 2 glycoprotein,desktop,next-in-line,/tests/beta-2-glycoprotein-1-antibodies/,/tests/beta-2-glycoprotein-1-antibodies/,2,,,983,yes,yes,
2026-09-25,beta 2 glycoprotein antibodies,phone,next-in-line,/tests/beta-2-glycoprotein-1-antibodies/,/tests/beta-2-glycoprotein-1-antibodies/,1,1,,157,yes,yes,
2026-09-25,beta 2 glycoprotein antibodies,desktop,next-in-line,/tests/beta-2-glycoprotein-1-antibodies/,/tests/beta-2-glycoprotein-1-antibodies/,4,,,157,yes,yes,
2026-09-25,beta hcg test,phone,selling-test-page,/tests/hcg-tumor-marker/,/tests/hcg-tumor-marker/,16,16,,199,yes,yes,
2026-09-25,beta hcg test,desktop,selling-test-page,/tests/hcg-tumor-marker/,/tests/hcg-tumor-marker/,18,,,199,yes,yes,
2026-09-25,bicarbonate,phone,next-in-line,/tests/bicarbonate-total-co2/,/tests/bicarbonate-total-co2/,7,7,,7611,yes,yes,
2026-09-25,bicarbonate,desktop,next-in-line,/tests/bicarbonate-total-co2/,/tests/bicarbonate-total-co2/,8,,,7611,yes,yes,
2026-09-25,bilirubin,phone,next-in-line,/tests/bilirubin/,/tests/bilirubin/,13,13,,1005,yes,no,refresh
2026-09-25,bilirubin,desktop,next-in-line,/tests/bilirubin/,/tests/bilirubin/,13,,,1005,yes,no,
2026-09-25,bilirubin blood test,phone,next-in-line,/tests/bilirubin/,/tests/bilirubin/,11,11,,7541,yes,no,refresh
2026-09-25,bilirubin blood test,desktop,next-in-line,/tests/bilirubin/,/tests/bilirubin/,11,,,7541,yes,no,
2026-09-25,black mold exposure test,phone,next-in-line,/tests/black-mold-exposure-test/,/tests/black-mold-exposure-test/,2,2,,6994,yes,yes,buy button
2026-09-25,black mold exposure test,desktop,next-in-line,/tests/black-mold-exposure-test/,/tests/black-mold-exposure-test/,2,,,6994,yes,yes,
2026-09-25,black pepper allergy test,phone,not-ranking-yet,/tests/black-pepper-allergy-test/,/tests/black-pepper-allergy-test/,5,5,,4,no,no,
2026-09-25,black pepper allergy test,desktop,not-ranking-yet,/tests/black-pepper-allergy-test/,/tests/black-pepper-allergy-test/,5,,,4,no,no,
2026-09-25,blood chemistry panel,phone,next-in-line,/tests/chemistry-panels/,/tests/chemistry-panels/,5,5,,282,yes,yes,
2026-09-25,blood chemistry panel,desktop,next-in-line,/tests/chemistry-panels/,/tests/chemistry-panels/,5,,,282,yes,yes,
2026-09-25,blood drug test,phone,category,/drug-testing/,/tests/urine-drug-test/,34,34,,427,yes,no,other page ranks
2026-09-25,blood drug test,desktop,category,/drug-testing/,/tests/urine-drug-test/,31,,,427,yes,no,
2026-09-25,blood gas test,phone,next-in-line,/tests/blood-gases/,/tests/blood-gases/,3,3,,1803,yes,yes,
2026-09-25,blood gas test,desktop,next-in-line,/tests/blood-gases/,,,,,1803,yes,yes,
2026-09-25,blood gases,phone,next-in-line,/tests/blood-gases/,/tests/blood-gases/,4,4,,701,yes,no,
2026-09-25,blood gases,desktop,next-in-line,/tests/blood-gases/,/tests/blood-gases/,4,,,701,yes,no,
2026-09-25,blood lab tsh,phone,selling-test-page,/tests/thyroid-stimulating-hormone-tsh/,/tests/thyroid-function-testing/,31,31,,742,yes,yes,other page ranks
2026-09-25,blood lab tsh,desktop,selling-test-page,/tests/thyroid-stimulating-hormone-tsh/,/tests/thyroid-function-testing/,32,,,742,yes,yes,
2026-09-25,blood test,phone,kept,/tests/10-essential-blood-tests-panel/,/,13,13,,10896,no,no,refresh; other page ranks
2026-09-25,blood test,desktop,kept,/tests/10-essential-blood-tests-panel/,/tests/10-essential-blood-tests-panel/,6,,,10896,yes,no,
2026-09-25,blood test for anemia,phone,selling-test-page,/tests/anemia-testing/,/tests/anemia-testing/,5,5,,3801,yes,yes,
2026-09-25,blood test for anemia,desktop,selling-test-page,/tests/anemia-testing/,/tests/anemia-testing/,5,,,3801,yes,yes,
2026-09-25,blood test for arthritis,phone,category,/arthritis-testing/,/rheumatoid-arthritis-testing/,24,24,,30,yes,no,other page ranks
2026-09-25,blood test for arthritis,desktop,category,/arthritis-testing/,/rheumatoid-arthritis-testing/,24,,,30,yes,no,
2026-09-25,blood test for herpes,phone,std-pages,/std-testing/hsv-2-test/,/std-testing/hsv-2-test/,6,6,,2790,yes,yes,
2026-09-25,blood test for herpes,desktop,std-pages,/std-testing/hsv-2-test/,/std-testing/hsv-2-test/,6,,,2790,yes,yes,
2026-09-25,blood test for shrimp allergy,phone,not-ranking-yet,/tests/shrimp-allergy-test/,/tests/shrimp-allergy-test/,5,5,,7,yes,yes,
2026-09-25,blood test for shrimp allergy,desktop,not-ranking-yet,/tests/shrimp-allergy-test/,/tests/shrimp-allergy-test/,13,,,7,yes,yes,
2026-09-25,blood test for vitamins and minerals deficiencies,phone,next-in-line,/tests/comprehensive-vitamin-panel/,/can-blood-test-detect-vitamin-deficiency/,9,9,,231,yes,no,other page ranks
2026-09-25,blood test for vitamins and minerals deficiencies,desktop,next-in-line,/tests/comprehensive-vitamin-panel/,/can-blood-test-detect-vitamin-deficiency/,7,,,231,yes,no,
2026-09-25,blood tests for inflammation,phone,category,/inflammation-and-autoimmune-testing/,/tests/inflammation-and-autoimmune-testing/,8,8,,289,yes,no,other page ranks
2026-09-25,blood tests for inflammation,desktop,category,/inflammation-and-autoimmune-testing/,/tests/inflammation-and-autoimmune-testing/,8,,,289,yes,no,
2026-09-25,blood type test,phone,selling-test-page,/tests/blood-typing/,/tests/blood-typing/,13,13,,1042,yes,yes,refresh
2026-09-25,blood type test,desktop,selling-test-page,/tests/blood-typing/,/tests/blood-typing/,17,,,1042,no,no,
2026-09-25,blood typing test,phone,kept,/tests/blood-typing/,/tests/blood-typing/,9,9,,170,yes,yes,
2026-09-25,blood typing test,desktop,kept,/tests/blood-typing/,/tests/blood-typing/,9,,,170,yes,yes,
2026-09-25,blood urea nitrogen,phone,selling-test-page,/tests/blood-urea-nitrogen-bun/,/tests/blood-urea-nitrogen-bun/,32,32,,1545,yes,no,
2026-09-25,blood urea nitrogen,desktop,selling-test-page,/tests/blood-urea-nitrogen-bun/,/tests/blood-urea-nitrogen-bun/,31,,,1545,yes,no,
2026-09-25,blueberry allergy test,phone,not-ranking-yet,/tests/blueberry-allergy-test/,/tests/blueberry-allergy-test/,8,8,,12,no,no,
2026-09-25,blueberry allergy test,desktop,not-ranking-yet,/tests/blueberry-allergy-test/,/tests/blueberry-allergy-test/,8,,,12,no,no,
2026-09-25,bmp,phone,selling-test-page,/tests/basic-metabolic-panel-bmp/,/tests/basic-metabolic-panel-bmp/,19,19,,4368,yes,no,
2026-09-25,bmp,desktop,selling-test-page,/tests/basic-metabolic-panel-bmp/,,,,,4368,yes,no,
2026-09-25,bmp blood test,phone,selling-test-page,/tests/basic-metabolic-panel-bmp/,/tests/basic-metabolic-panel-bmp/,12,12,,2400,no,no,refresh
2026-09-25,bmp blood test,desktop,selling-test-page,/tests/basic-metabolic-panel-bmp/,/tests/basic-metabolic-panel-bmp/,9,,,2400,yes,yes,
2026-09-25,bmp test,phone,kept,/tests/basic-metabolic-panel-bmp/,/tests/basic-metabolic-panel-bmp/,14,14,,642,yes,no,
2026-09-25,bmp test,desktop,kept,/tests/basic-metabolic-panel-bmp/,/tests/basic-metabolic-panel-bmp/,11,,,642,yes,yes,
2026-09-25,bnp test,phone,selling-test-page,/tests/bnp-and-nt-probnp/,/tests/bnp-and-nt-probnp/,19,19,,560,yes,no,
2026-09-25,bnp test,desktop,selling-test-page,/tests/bnp-and-nt-probnp/,/tests/bnp-and-nt-probnp/,19,,,560,yes,no,
2026-09-25,breathing test for copd,phone,category,/copd-testing/,/copd-testing/,7,7,,6288,yes,no,
2026-09-25,breathing test for copd,desktop,category,/copd-testing/,,,,,6288,yes,no,
2026-09-25,buckwheat allergy test,phone,not-ranking-yet,/tests/buckwheat-allergy-test/,/tests/buckwheat-allergy-test/,7,7,,0,no,no,
2026-09-25,buckwheat allergy test,desktop,not-ranking-yet,/tests/buckwheat-allergy-test/,/tests/buckwheat-allergy-test/,7,,,0,no,no,
2026-09-25,bun,phone,selling-test-page,/tests/blood-urea-nitrogen-bun/,,,101,,179,yes,no,
2026-09-25,bun,desktop,selling-test-page,/tests/blood-urea-nitrogen-bun/,,,,,179,yes,no,
2026-09-25,bun blood test,phone,selling-test-page,/tests/blood-urea-nitrogen-bun/,/tests/blood-urea-nitrogen-bun/,25,25,,42,yes,no,
2026-09-25,bun blood test,desktop,selling-test-page,/tests/blood-urea-nitrogen-bun/,/tests/blood-urea-nitrogen-bun/,49,,,42,yes,no,
2026-09-25,buy compounded tirzepatide,phone,treatments,/treatments/compounded-tirzepatide/,,,101,,2290,yes,no,
2026-09-25,buy compounded tirzepatide,desktop,treatments,/treatments/compounded-tirzepatide/,,,,,2290,yes,no,
2026-09-25,c difficile toxin gene naa,phone,next-in-line,/tests/clostridium-difficile-and-c-diff-toxin-test/,/tests/clostridium-difficile-and-c-diff-toxin-test/,3,3,,114,yes,yes,
2026-09-25,c difficile toxin gene naa,desktop,next-in-line,/tests/clostridium-difficile-and-c-diff-toxin-test/,/tests/clostridium-difficile-and-c-diff-toxin-test/,3,,,114,yes,yes,
2026-09-25,c peptide test,phone,selling-test-page,/tests/c-peptide/,/tests/c-peptide/,9,9,,1640,yes,yes,refresh
2026-09-25,c peptide test,desktop,selling-test-page,/tests/c-peptide/,/tests/c-peptide/,11,,,1640,yes,yes,
2026-09-25,c reactive protein,phone,selling-test-page,/tests/c-reactive-protein-crp/,,,101,,204,yes,no,
2026-09-25,c reactive protein,desktop,selling-test-page,/tests/c-reactive-protein-crp/,/tests/c-reactive-protein-crp/,28,,,204,yes,no,
2026-09-25,c reactive protein test,phone,kept,/tests/c-reactive-protein-crp/,/tests/high-sensitivity-c-reactive-protein-hs-crp/,22,22,,98,yes,no,other page ranks
2026-09-25,c reactive protein test,desktop,kept,/tests/c-reactive-protein-crp/,/tests/high-sensitivity-c-reactive-protein-hs-crp/,37,,,98,yes,no,
2026-09-25,c-peptide test,desktop,leaving,/tests/c-peptide/,/tests/c-peptide/,11,,,767,yes,yes,
2026-09-25,c3 complement blood test,phone,next-in-line,/tests/complement/,/tests/complement/,9,9,,92,yes,no,
2026-09-25,c3 complement blood test,desktop,next-in-line,/tests/complement/,/tests/complement/,10,,,92,yes,no,
2026-09-25,ca 125,phone,selling-test-page,/tests/ca-125/,/tests/ca-125/,24,24,,25,yes,no,
2026-09-25,ca 125,desktop,selling-test-page,/tests/ca-125/,,,,,25,yes,no,
2026-09-25,ca 125 blood test,phone,selling-test-page,/tests/ca-125/,/tests/ca-125/,13,13,,112,yes,no,
2026-09-25,ca 125 blood test,desktop,selling-test-page,/tests/ca-125/,/tests/ca-125/,15,,,112,yes,no,
2026-09-25,ca 15-3 breast cancer,phone,next-in-line,/tests/ca-15-3/,/tests/ca-15-3/,4,4,,5782,yes,yes,
2026-09-25,ca 15-3 breast cancer,desktop,next-in-line,/tests/ca-15-3/,/tests/ca-15-3/,4,,,5782,yes,yes,
2026-09-25,ca125 blood test,phone,selling-test-page,/tests/ca-125/,/tests/ca-125/,16,16,,88,no,no,
2026-09-25,ca125 blood test,desktop,selling-test-page,/tests/ca-125/,/tests/ca-125/,24,,,88,yes,no,
2026-09-25,calcitonin,phone,next-in-line,/tests/calcitonin/,/tests/calcitonin/,6,6,,14123,yes,yes,
2026-09-25,calcitonin,desktop,next-in-line,/tests/calcitonin/,/tests/calcitonin/,7,,,14123,yes,yes,
2026-09-25,calcitonin blood test,phone,next-in-line,/tests/calcitonin/,/tests/calcitonin/,10,10,,128,yes,yes,
2026-09-25,calcitonin blood test,desktop,next-in-line,/tests/calcitonin/,/tests/calcitonin/,10,,,128,yes,yes,
2026-09-25,calcitriol blood test,phone,selling-test-page,/tests/vitamin-d-25-dihydroxy-calcitriol-test/,/tests/vitamin-d-25-dihydroxy-calcitriol-test/,8,8,,170,yes,yes,
2026-09-25,calcitriol blood test,desktop,selling-test-page,/tests/vitamin-d-25-dihydroxy-calcitriol-test/,/tests/vitamin-d-25-dihydroxy-calcitriol-test/,8,,,170,yes,yes,
2026-09-25,calcitriol test,phone,kept,/tests/vitamin-d-25-hydroxy-test/,/tests/vitamin-d-25-dihydroxy-calcitriol-test/,6,6,,136,no,no,other page ranks
2026-09-25,calcitriol test,desktop,kept,/tests/vitamin-d-25-hydroxy-test/,/tests/vitamin-d-25-dihydroxy-calcitriol-test/,9,,,136,yes,yes,
2026-09-25,calcium blood test,phone,selling-test-page,/tests/calcium/,,,101,,623,yes,yes,
2026-09-25,calcium blood test,desktop,selling-test-page,/tests/calcium/,/tests/calcium/,14,,,623,yes,yes,
2026-09-25,calcium urine test,phone,kept,/tests/calcium-urine-test/,/tests/calcium-urine-test/,19,19,,36,yes,yes,
2026-09-25,calcium urine test,desktop,kept,/tests/calcium-urine-test/,/tests/calcium-urine-test/,19,,,36,yes,yes,
2026-09-25,calprotectin,phone,next-in-line,/tests/calprotectin/,/tests/calprotectin/,6,6,,11201,yes,yes,
2026-09-25,calprotectin,desktop,next-in-line,/tests/calprotectin/,/tests/calprotectin/,24,,,11201,yes,yes,
2026-09-25,calprotectin fecal,phone,next-in-line,/tests/calprotectin/,/tests/calprotectin/,8,8,,8956,yes,no,refresh
2026-09-25,calprotectin fecal,desktop,next-in-line,/tests/calprotectin/,/tests/calprotectin/,8,,,8956,yes,no,
2026-09-25,calr mutation,phone,next-in-line,/tests/calr-mutation/,/tests/calr-mutation/,3,3,,479,no,no,
2026-09-25,calr mutation,desktop,next-in-line,/tests/calr-mutation/,/tests/calr-mutation/,4,,,479,yes,yes,
2026-09-25,cancer antigen 125,phone,kept,/tests/ca-125/,/tests/ca-125/,26,26,,46,yes,no,
2026-09-25,cancer antigen 125,desktop,kept,/tests/ca-125/,/tests/ca-125/,37,,,46,yes,no,
2026-09-25,cancer testing,phone,category,/cancer-testing/,/tests/cancer-testing/,49,49,,138,yes,no,other page ranks
2026-09-25,cancer testing,desktop,category,/cancer-testing/,/tests/cancer-testing/,46,,,138,yes,no,
2026-09-25,candida albicans allergy test,phone,selling-test-page,/tests/candida-albicans-allergy-test/,/tests/candida-albicans-allergy-test/,6,6,,52,no,no,
2026-09-25,candida albicans allergy test,desktop,selling-test-page,/tests/candida-albicans-allergy-test/,/tests/candida-albicans-allergy-test/,6,,,52,no,no,
2026-09-25,cardiac crp high sensitivity,phone,selling-test-page,/tests/high-sensitivity-c-reactive-protein-hs-crp/,/tests/high-sensitivity-c-reactive-protein-hs-crp/,7,7,,7858,yes,yes,
2026-09-25,cardiac crp high sensitivity,desktop,selling-test-page,/tests/high-sensitivity-c-reactive-protein-hs-crp/,/tests/high-sensitivity-c-reactive-protein-hs-crp/,8,,,7858,yes,yes,
2026-09-25,cardiac panel,phone,selling-test-page,/tests/comprehensive-heart-health-panel/,/tests/comprehensive-heart-health-panel/,49,49,,126,yes,yes,
2026-09-25,cardiac panel,desktop,selling-test-page,/tests/comprehensive-heart-health-panel/,/tests/basic-heart-health-panel/,18,,,126,yes,no,
2026-09-25,cardiolipin antibody,phone,next-in-line,/tests/cardiolipin-antibodies/,/tests/cardiolipin-antibodies/,1,1,,1719,yes,yes,
2026-09-25,cardiolipin antibody,desktop,next-in-line,/tests/cardiolipin-antibodies/,/tests/cardiolipin-antibodies/,1,,,1719,yes,yes,
2026-09-25,casein allergy test,phone,not-ranking-yet,/tests/casein-allergy-test/,/tests/casein-allergy-test/,12,12,,14,yes,yes,
2026-09-25,casein allergy test,desktop,not-ranking-yet,/tests/casein-allergy-test/,/tests/casein-allergy-test/,12,,,14,yes,yes,
2026-09-25,catfish allergy test,phone,not-ranking-yet,/tests/catfish-allergy-test/,/tests/catfish-allergy-test/,5,5,,0,no,no,
2026-09-25,catfish allergy test,desktop,not-ranking-yet,/tests/catfish-allergy-test/,/tests/catfish-allergy-test/,11,,,0,no,no,
2026-09-25,cbc and cmp,phone,next-in-line,/tests/standard-health-test/,/tests/standard-health-test/,2,2,,628,yes,no,
2026-09-25,cbc and cmp,desktop,next-in-line,/tests/standard-health-test/,/tests/standard-health-test/,1,,,628,yes,no,
2026-09-25,cbc blood test,phone,selling-test-page,/tests/complete-blood-count-cbc/,/tests/complete-blood-count-cbc/,24,24,,70,yes,no,
2026-09-25,cbc blood test,desktop,selling-test-page,/tests/complete-blood-count-cbc/,,,,,70,yes,no,
2026-09-25,cbc test,phone,selling-test-page,/tests/complete-blood-count-cbc/,/tests/complete-blood-count-cbc/,46,46,,265,yes,no,
2026-09-25,cbc test,desktop,selling-test-page,/tests/complete-blood-count-cbc/,,,,,265,yes,no,
2026-09-25,cbc with differential,phone,selling-test-page,/tests/complete-blood-count-cbc/,/tests/complete-blood-count-cbc/,21,21,,960,yes,no,
2026-09-25,cbc with differential,desktop,selling-test-page,/tests/complete-blood-count-cbc/,/tests/white-blood-cell-wbc-differential/,69,,,960,yes,yes,
2026-09-25,cbd oil hair follicle test,phone,next-in-line,/tests/hair-follicle-drug-test/,/tests/hair-follicle-drug-test/,2,2,,6093,no,no,buy button
2026-09-25,cbd oil hair follicle test,desktop,next-in-line,/tests/hair-follicle-drug-test/,/tests/hair-follicle-drug-test/,2,,,6093,yes,no,
2026-09-25,cd4,phone,next-in-line,/tests/cd4-count/,/tests/cd4-count/,10,10,,374,yes,yes,
2026-09-25,cd4,desktop,next-in-line,/tests/cd4-count/,/tests/cd4-count/,10,,,374,yes,yes,
2026-09-25,cd4 count,phone,next-in-line,/tests/cd4-count/,/tests/cd4-count/,5,5,,3602,yes,yes,
2026-09-25,cd4 count,desktop,next-in-line,/tests/cd4-count/,/tests/cd4-count/,4,,,3602,yes,yes,
2026-09-25,celiac antibody test,phone,selling-test-page,/tests/celiac-disease-antibody-tests/,/tests/celiac-disease-antibody-tests/,17,17,,33,yes,no,
2026-09-25,celiac antibody test,desktop,selling-test-page,/tests/celiac-disease-antibody-tests/,/tests/celiac-disease-antibody-tests/,19,,,33,yes,no,
2026-09-25,celiac blood test,phone,category,/celiac-testing/,,,101,,883,yes,no,
2026-09-25,celiac blood test,desktop,category,/celiac-testing/,/tests/celiac-disease-antibody-tests/,39,,,883,yes,no,
2026-09-25,celiac disease antibody test,phone,selling-test-page,/tests/celiac-disease-antibody-tests/,/tests/celiac-disease-antibody-tests/,16,16,,49,yes,no,
2026-09-25,celiac disease antibody test,desktop,selling-test-page,/tests/celiac-disease-antibody-tests/,/tests/celiac-disease-antibody-tests/,17,,,49,yes,no,
2026-09-25,celiac disease test,phone,category,/celiac-testing/,/tests/celiac-testing/,18,18,,420,yes,no,other page ranks
2026-09-25,celiac disease test,desktop,category,/celiac-testing/,,,,,420,yes,no,
2026-09-25,centromere b antibody,phone,next-in-line,/tests/anticentromere-antibody/,/tests/anticentromere-antibody/,4,4,,1029,no,no,
2026-09-25,centromere b antibody,desktop,next-in-line,/tests/anticentromere-antibody/,/tests/anticentromere-antibody/,4,,,1029,yes,yes,
2026-09-25,ceruloplasmin,phone,next-in-line,/tests/ceruloplasmin/,/tests/ceruloplasmin/,7,7,,9869,yes,yes,
2026-09-25,ceruloplasmin,desktop,next-in-line,/tests/ceruloplasmin/,/tests/ceruloplasmin/,6,,,9869,yes,yes,
